_id,name,native_name,birth_day,birth_month,gender,role,status,species,height,hair_color,has_hair,image_profile,image_banner,affiliations,abilities,forms,tags,game_properties
char_komane,Komane,コマネ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511868/entertainment_hub/characters/char_char_komane_profile.png,,,,,,
char_komir,Komir,コーミル,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511903/entertainment_hub/characters/char_char_komir_profile.jpg,,,,,,
char_komurasaki,Komurasaki,小紫,23,12,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512328/entertainment_hub/characters/char_char_komurasaki_profile.png,,,,,,
char_kon,Kon,コン,30,12,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523851/entertainment_hub/characters/char_char_kon_profile.jpg,,,,,,
char_kona,Kona,コナ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511573/entertainment_hub/characters/char_char_kona_profile.png,,,,,,
char_konan,Konan,小南,20,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781590145/entertainment_hub/characters/char_char_konan_profile.jpg,,,,,,
char_kong,Kong,コング,9,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511855/entertainment_hub/characters/char_char_kong_profile.jpg,,,,,,
char_konohamaru_sarutobi,Konohamaru Sarutobi,猿飛木ノ葉丸,30,12,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511142/entertainment_hub/characters/char_char_konohamaru_sarutobi_profile.png,,,,,,isMale;isHuman;isAlive;isKonoha;isNinja;isRoyalBlood
char_kontsuchi,Kontsuchi,紺ツチ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511576/entertainment_hub/characters/char_char_kontsuchi_profile.png,,,,,,
char_korobi,Korobi,,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511397/entertainment_hub/characters/char_char_korobi_profile.png,,,,,,
char_koshirou,Koshirou,コウシロウ,4,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511819/entertainment_hub/characters/char_char_koshirou_profile.png,,,,,,
char_koslow,Koslow,コスロ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512558/entertainment_hub/characters/char_char_koslow_profile.png,,,,,,
char_kosuke_maruboshi,Kosuke Maruboshi,まるぼしコスケ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511331/entertainment_hub/characters/char_char_kosuke_maruboshi_profile.jpg,,,,,,
char_kotatsu,Kotatsu,コタツ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512458/entertainment_hub/characters/char_char_kotatsu_profile.jpg,,,,,,
char_kotetsu,Kotetsu,古徹,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781589856/entertainment_hub/characters/char_char_kotetsu_profile.jpg,,,,,,
char_kotetsu_hagane,Kotetsu Hagane,はがねコテツ,21,7,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511206/entertainment_hub/characters/char_char_kotetsu_hagane_profile.png,,,,,,
char_kotohime_fuuma,Kotohime Fuuma,ふうま一琴姫,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511270/entertainment_hub/characters/char_char_kotohime_fuuma_profile.jpg,,,,,,
char_kou_hyuuga,Kou Hyuuga,日向コウ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511293/entertainment_hub/characters/char_char_kou_hyuuga_profile.jpg,,,,,,
char_koukichi_muta,Koukichi Muta,与幸吉,4,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512751/entertainment_hub/characters/char_char_koukichi_muta_profile.jpg,,,,,,
char_koukun,Koukun,コークン,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512731/entertainment_hub/characters/char_char_koukun_profile.jpg,,,,,,
char_kousuke,Kousuke,こうすけ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511431/entertainment_hub/characters/char_char_kousuke_profile.jpg,,,,,,
char_koyama,Koyama,小山,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512376/entertainment_hub/characters/char_char_koyama_profile.png,,,,,,
char_koyuki,Koyuki,恋雪,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531281/entertainment_hub/characters/char_char_koyuki_profile.png,,,,,,
char_krista_lenz,Krista Lenz,クリスタ・レンズ,15,1,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512546/entertainment_hub/characters/char_char_krista_lenz_profile.png,,,,,,
char_kuay_doutonbori,Kuay Doutonbori,道噸堀クーイ,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511619/entertainment_hub/characters/char_char_kuay_doutonbori_profile.jpg,,,,,,
char_kuchel_ackerman,Kuchel Ackerman,クシェル・アッカーマン,20,5,female,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512633/entertainment_hub/characters/char_char_kuchel_ackerman_profile.jpg,,,,,,
char_kuchisake_onna,Kuchisake-Onna,口裂け女,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512715/entertainment_hub/characters/char_char_kuchisake_onna_profile.png,,,,,,
char_kudou_kishi,Kudou Kishi,駆動騎士,,,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531193/entertainment_hub/characters/char_char_kudou_kishi_profile.png,,,,,,
char_kujaku,Kujaku,孔雀,18,9,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512492/entertainment_hub/characters/char_char_kujaku_profile.png,,,,,,
char_kuma_bartholomew,Kuma Bartholomew,バーソロミュー・くま,9,2,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511959/entertainment_hub/characters/char_char_kuma_bartholomew_profile.png,,,,,,
char_kuma_no_chichi,Kuma no Chichi,くまの父,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512518/entertainment_hub/characters/char_char_kuma_no_chichi_profile.jpg,,,,,,
char_kuma_no_haha,Kuma no Haha,くまの母,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512517/entertainment_hub/characters/char_char_kuma_no_haha_profile.jpg,,,,,,
char_kumadori,Kumadori,クマドリ,20,2,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512020/entertainment_hub/characters/char_char_kumadori_profile.png,,,,,,
char_kumashi,Kumashi,クマシー,4,9,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511849/entertainment_hub/characters/char_char_kumashi_profile.png,,,,,,
char_kumo_no_noroi,Kumo no Noroi,蜘蛛の呪い,,,,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512897/entertainment_hub/characters/char_char_kumo_no_noroi_profile.png,,,,,,
char_kung_fu_dugong,Kung Fu Dugong,クンフージュゴン,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511782/entertainment_hub/characters/char_char_kung_fu_dugong_profile.jpg,,,,,,
char_kuni,Kuni,クニさん,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512325/entertainment_hub/characters/char_char_kuni_profile.png,,,,,,
char_kunihisa,Kunihisa,クニヒサ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511268/entertainment_hub/characters/char_char_kunihisa_profile.png,,,,,,
char_kunijiro,Kunijiro,クニジロウ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511271/entertainment_hub/characters/char_char_kunijiro_profile.png,,,,,,
char_kurama,Kurama,九喇嘛,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511240/entertainment_hub/characters/char_char_kurama_profile.jpg,,,,,,
char_kurara,Kurara,クララ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524404/entertainment_hub/characters/char_char_kurara_profile.png,,,,,,
char_kureha,Kureha,ドクター･くれは,8,9,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511832/entertainment_hub/characters/char_char_kureha_profile.png,,,,,,
char_kurenai_yuuhi,Kurenai Yuuhi,夕日紅,11,6,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511201/entertainment_hub/characters/char_char_kurenai_yuuhi_profile.png,,,,,,
char_kurenai_no_chichi,Kurenai no Chichi,紅の父,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511406/entertainment_hub/characters/char_char_kurenai_no_chichi_profile.jpg,,,,,,
char_kuro,Kuro,クロ,22,4,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511942/entertainment_hub/characters/char_char_kuro_profile.jpg,,,,,,
char_kuroi_seishi,Kuroi Seishi,黒い精子,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531137/entertainment_hub/characters/char_char_kuroi_seishi_profile.png,,,,,,
char_kuromaru,Kuromaru,黒丸,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511168/entertainment_hub/characters/char_char_kuromaru_profile.png,,,,,,
char_kurotsuchi,Kurotsuchi,黒ツチ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511354/entertainment_hub/characters/char_char_kurotsuchi_profile.jpg,,,,,,
char_kurourushi,Kurourushi,黒沐死,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512836/entertainment_hub/characters/char_char_kurourushi_profile.jpg,,,,,,
char_kusakabe_no_imouto,Kusakabe no Imouto,日下部の妹,,,female,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512857/entertainment_hub/characters/char_char_kusakabe_no_imouto_profile.png,,,,,,
char_kuseno_hakase,Kuseno Hakase,クセーノ博士,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531132/entertainment_hub/characters/char_char_kuseno_hakase_profile.jpg,,,,,,
char_kushimaru_kuriarare,Kushimaru Kuriarare,栗霰串丸,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511393/entertainment_hub/characters/char_char_kushimaru_kuriarare_profile.jpg,,,,,,
char_kushina_uzumaki,Kushina Uzumaki,うずまきクシナ,10,7,female,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511291/entertainment_hub/characters/char_char_kushina_uzumaki_profile.png,,,,,,
char_kusune,Kusune,クズネ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511423/entertainment_hub/characters/char_char_kusune_profile.png,,,,,,
char_kuu,Kuu,空,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511566/entertainment_hub/characters/char_char_kuu_profile.jpg,,,,,,
char_kuzan,Kuzan,クザン,21,9,male,background,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513022/entertainment_hub/characters/char_char_kuzan_profile.png,,,,,,
char_kyohou_fuefuki,Kyohou Fuefuki,笛吹巨蜂,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511519/entertainment_hub/characters/char_char_kyohou_fuefuki_profile.jpg,,,,,,
char_kyosuke_higuchi,Kyosuke Higuchi,火口卿介,6,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511699/entertainment_hub/characters/char_char_kyosuke_higuchi_profile.png,,,,,,
char_kyoujurou_rengoku,Kyoujurou Rengoku,煉獄杏寿郎,10,5,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531229/entertainment_hub/characters/char_char_kyoujurou_rengoku_profile.png,,,,,,
char_kyouka,Kyouka,キョウカ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523971/entertainment_hub/characters/char_char_kyouka_profile.png,,,,,,
char_kyoushi,Kyoushi,教師,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781530806/entertainment_hub/characters/char_char_kyoushi_profile.jpg,,,,,,
char_kyoushirou,Kyoushirou,狂死郎,26,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511839/entertainment_hub/characters/char_char_kyoushirou_profile.png,,,,,,
char_kyouteiba_announcer,Kyouteiba Announcer,競艇場アナウンス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512728/entertainment_hub/characters/char_char_kyouteiba_announcer_profile.png,,,,,,
char_kyros,Kyros,キュロス,22,9,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512130/entertainment_hub/characters/char_char_kyros_profile.jpg,,,,,,
char_l_lawliet,L Lawliet,エル・ローライト,31,10,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511655/entertainment_hub/characters/char_char_l_lawliet_profile.png,,,,,,
char_laboon,Laboon,ラブーン,16,9,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512262/entertainment_hub/characters/char_char_laboon_profile.png,,,,,,
char_lacroix,Lacroix,ラクロワ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511808/entertainment_hub/characters/char_char_lacroix_profile.jpg,,,,,,
char_lacueva,Lacueva,ラキューバ,31,5,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511742/entertainment_hub/characters/char_char_lacueva_profile.jpg,,,,,,
char_lady_tree,Lady Tree,レディツリー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512313/entertainment_hub/characters/char_char_lady_tree_profile.png,,,,,,
char_lafitte,Lafitte,ラフィット,13,3,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511743/entertainment_hub/characters/char_char_lafitte_profile.png,,,,,,
char_lan_fan,Lan Fan,ランファン,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524465/entertainment_hub/characters/char_char_lan_fan_profile.png,,,,,,
char_land_of_earth_daimyo,Land of Earth Daimyo,土の国の大名,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511417/entertainment_hub/characters/char_char_land_of_earth_daimyo_profile.png,,,,,,
char_land_of_fire_daimyo,Land of Fire Daimyo,火の国の大名,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511457/entertainment_hub/characters/char_char_land_of_fire_daimyo_profile.png,,,,,,
char_land_of_lightning_daimyo,Land of Lightning Daimyo,雷の里の大名,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511327/entertainment_hub/characters/char_char_land_of_lightning_daimyo_profile.jpg,,,,,,
char_land_of_water_daimyo,Land of Water Daimyo,水の国の大名,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511407/entertainment_hub/characters/char_char_land_of_water_daimyo_profile.jpg,,,,,,
char_land_of_wind_daimyo,Land of Wind Daimyo,風の国の大名,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511442/entertainment_hub/characters/char_char_land_of_wind_daimyo_profile.png,,,,,,
char_lara_tybur,Lara Tybur,ラーラ・タイバー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512559/entertainment_hub/characters/char_char_lara_tybur_profile.png,,,,,,
char_larry_conners,Larry Conners,ラリー・コナーズ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511664/entertainment_hub/characters/char_char_larry_conners_profile.jpg,,,,,,
char_larue,Larue,ラルゥ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512771/entertainment_hub/characters/char_char_larue_profile.png,,,,,,
char_lassoo,Lassoo,ラッスー,4,1,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512441/entertainment_hub/characters/char_char_lassoo_profile.png,,,,,,
char_lauda,Lauda,ラウダ,12,3,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512652/entertainment_hub/characters/char_char_lauda_profile.png,,,,,,
char_law_trafalgar,Law Trafalgar,トラファルガー・ロー,6,10,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512985/entertainment_hub/characters/char_char_law_trafalgar_profile.jpg,,,,,,
char_leo,Leo,レオ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781589519/entertainment_hub/characters/char_char_leo_profile.png,,,,,,
char_levi,Levi,リヴァイ,25,12,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512552/entertainment_hub/characters/char_char_levi_profile.png,,,,,,
char_light_yagami,Light Yagami,夜神月,28,2,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511654/entertainment_hub/characters/char_char_light_yagami_profile.png,,,,,,
char_lil_achino,Lil Achino,リル・アッチーノ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512006/entertainment_hub/characters/char_char_lil_achino_profile.jpg,,,,,,
char_lilith,Lilith,悪,22,3,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512473/entertainment_hub/characters/char_char_lilith_profile.jpg,,,,,,
char_lille_barro,Lille Barro,リジェ・バロ,11,4,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523782/entertainment_hub/characters/char_char_lille_barro_profile.png,,,,,,
char_liltotto_lamperd,Liltotto Lamperd,リルトット・ランパード,16,9,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523835/entertainment_hub/characters/char_char_liltotto_lamperd_profile.png,,,,,,
char_lily,Lily,リリー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781589672/entertainment_hub/characters/char_char_lily_profile.png,,,,,,
char_lily_enstomach,Lily Enstomach,リリー・エンストマック,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512970/entertainment_hub/characters/char_char_lily_enstomach_profile.png,,,,,,
char_limejuice,Limejuice,ライムジュース,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512430/entertainment_hub/characters/char_char_limejuice_profile.png,,,,,,
char_lina,Lina,リナ,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511965/entertainment_hub/characters/char_char_lina_profile.png,,,,,,
char_lind_l_tailor,Lind L. Tailor,リンド・L・テイラ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511677/entertainment_hub/characters/char_char_lind_l_tailor_profile.png,,,,,,
char_lindbergh,Lindbergh,リンドバーグ,21,5,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512160/entertainment_hub/characters/char_char_lindbergh_profile.png,,,,,,
char_lines,Lines,ラインズ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512254/entertainment_hub/characters/char_char_lines_profile.png,,,,,,
char_ling_yao,Ling Yao,リン・ヤオ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524490/entertainment_hub/characters/char_char_ling_yao_profile.jpg,,,,,,
char_linlin_charlotte,Linlin Charlotte,シャーロット・リンリン,15,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513034/entertainment_hub/characters/char_char_linlin_charlotte_profile.jpg,,,,,,
char_lip_doughty,Lip Doughty,リップ・ドウティ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512112/entertainment_hub/characters/char_char_lip_doughty_profile.jpg,,,,,,
char_lisa_blouse,Lisa Blouse,リサ・ブラウス,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512541/entertainment_hub/characters/char_char_lisa_blouse_profile.png,,,,,,
char_lisa_yadoumaru,Lisa Yadoumaru,矢胴丸リサ,3,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523850/entertainment_hub/characters/char_char_lisa_yadoumaru_profile.png,,,,,,
char_livia,Livia,リビア,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513017/entertainment_hub/characters/char_char_livia_profile.jpg,,,,,,
char_lobov,Lobov,ロボフ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512538/entertainment_hub/characters/char_char_lobov_profile.png,,,,,,
char_log,Log,ログ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511600/entertainment_hub/characters/char_char_log_profile.png,,,,,,
char_loki,Loki,ロキ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512520/entertainment_hub/characters/char_char_loki_profile.png,,,,,,
char_lola,Lola,ローラ,27,1,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511780/entertainment_hub/characters/char_char_lola_profile.jpg,,,,,,
char_long_long,Long Long,ロングロング,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513059/entertainment_hub/characters/char_char_long_long_profile.jpg,,,,,,
char_lou_meade,Lou Meade,ルー・ミード,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781531077/entertainment_hub/characters/char_char_lou_meade_profile.png,,,,,,
char_louise,Louise,ルイーゼ,25,4,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512585/entertainment_hub/characters/char_char_louise_profile.png,,,,,,
char_love_aikawa,Love Aikawa,愛川羅武,10,10,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523828/entertainment_hub/characters/char_char_love_aikawa_profile.jpg,,,,,,
char_luca,Luca,ルカ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512175/entertainment_hub/characters/char_char_luca_profile.jpg,,,,,,
char_lucas_thalassa,Lucas Thalassa,タラッサ・ルーカス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512243/entertainment_hub/characters/char_char_lucas_thalassa_profile.png,,,,,,
char_lucci_rob,Lucci Rob,ロブ･ルッチ,2,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511777/entertainment_hub/characters/char_char_lucci_rob_profile.png,,,,,,
char_lucky_roux,Lucky Roux,ラッキー・ルウ,6,7,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513038/entertainment_hub/characters/char_char_lucky_roux_profile.jpg,,,,,,
char_luffy_monkey,Luffy Monkey,モンキー・D・ルフィ,5,5,male,main,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511708/entertainment_hub/characters/char_char_luffy_monkey_profile.png,,,,,,
char_lujon,Lujon,,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524411/entertainment_hub/characters/char_char_lujon_profile.jpg,,,,,,
char_luke_siss,Luke Siss,ルーク・シス,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512673/entertainment_hub/characters/char_char_luke_siss_profile.jpg,,,,,,
char_lulu_peeply,Lulu Peeply,ピープリー･ルル,2,1,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511992/entertainment_hub/characters/char_char_lulu_peeply_profile.png,,,,,,
char_luppi_antenor,Luppi Antenor,ルピ·アンテノール,5,6,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781523898/entertainment_hub/characters/char_char_luppi_antenor_profile.png,,,,,,
char_lust,Lust,ラスト,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524396/entertainment_hub/characters/char_char_lust_profile.png,,,,,,
char_lyra,Lyra,リラ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524431/entertainment_hub/characters/char_char_lyra_profile.png,,,,,,
char_mabui,Mabui,マブイ,1,2,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511352/entertainment_hub/characters/char_char_mabui_profile.jpg,,,,,,
char_machvise,Machvise,マッハバイス,13,8,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512461/entertainment_hub/characters/char_char_machvise_profile.png,,,,,,
char_macro,Macro,マクロ,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511968/entertainment_hub/characters/char_char_macro_profile.png,,,,,,
char_mad_treasure,Mad Treasure,マッド・トレジャー,,,,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781513020/entertainment_hub/characters/char_char_mad_treasure_profile.jpg,,,,,,
char_madame_christmas,Madame Christmas,マダム クリスマス,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524468/entertainment_hub/characters/char_char_madame_christmas_profile.png,,,,,,
char_madara_uchiha,Madara Uchiha,うちはマダラ,24,12,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781511475/entertainment_hub/characters/char_char_madara_uchiha_profile.png,,,,,,
char_maes_hughes,Maes Hughes,マース･ヒューズ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524412/entertainment_hub/characters/char_char_maes_hughes_profile.png,,,,,,
char_maezawa,Maezawa,前澤,,,female,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781524049/entertainment_hub/characters/char_char_maezawa_profile.jpg,,,,,,
char_mag,Mag,マグ,,,male,supporting,unknown,unknown,,,,https://res.cloudinary.com/dqiypafpd/image/upload/v1781512977/entertainment_hub/characters/char_char_mag_profile.png,,,,,,
